customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
10476999,33,Non-binary,Bengaluru,Designer,Freelance,1287829,504,0.36,90421,91626,2022-05-25
7134798,37,Non-binary,Indore,Designer,Freelance,1882620,342,0.31,4343,177397,2022-09-03
14876894,23,Male,Nagpur,Data Scientist,Contract,998688,632,0.32,184601,406530,2020-12-19
8847359,38,Female,Indore,Banker,Salaried,692510,342,0.19,43,59417,2021-10-18
14620751,26,Female,Lucknow,Consultant,Contract,1399807,687,0.05,111817,341108,2022-06-30
9116483,26,Male,Pune,Consultant,Freelance,606853,838,0.19,58287,83336,2023-08-05
11816118,33,Female,Jaipur,Product Manager,Contract,926550,333,0.1,866982,392459,2024-12-26
5578841,39,Male,Indore,Sales,Contract,1487209,391,0.16,976340,399230,2024-11-10
4702478,27,Female,Hyderabad,Consultant,Contract,1268160,581,0.48,18058,123326,2023-12-23
15401375,29,Male,Mumbai,Software Engineer,Salaried,726727,458,0.46,431648,96513,2025-05-21
3854499,32,Non-binary,Indore,Software Engineer,Freelance,783951,600,0.11,816862,318766,2025-03-31
115084,30,Male,Delhi,Software Engineer,Salaried,1745164,599,0.57,144706,86299,2023-12-12
2546157,26,Non-binary,Hyderabad,Consultant,Salaried,315601,517,0.09,970892,26536,2020-11-17
9588385,32,Non-binary,Kolkata,Consultant,Salaried,808752,659,0.37,626604,461840,2021-02-24
7861451,25,Non-binary,Surat,Consultant,Contract,515845,766,0.5,23642,342933,2022-12-24
12808719,25,Non-binary,Hyderabad,Consultant,Salaried,328587,349,0.42,820107,246365,2021-12-23
11253974,31,Non-binary,Mumbai,Data Scientist,Freelance,910906,453,0.02,715231,242117,2024-11-14
5017634,32,Female,Indore,Consultant,Salaried,956658,520,0.13,22760,299939,2025-06-18
15129679,28,Male,Jaipur,Banker,Salaried,1059060,796,0.51,969059,65158,2022-01-17
6696435,39,Male,Chennai,Sales,Freelance,1454092,571,0.34,345871,362663,2020-12-16
6227063,37,Non-binary,Nagpur,Data Scientist,Contract,567431,460,0.34,90391,307232,2024-05-12
6541256,34,Non-binary,Surat,Consultant,Contract,1809708,598,0.13,280902,487495,2023-03-04
19865,32,Male,Chennai,Data Scientist,Salaried,1782841,713,0.48,999123,380490,2023-07-27
1144383,25,Female,Indore,Banker,Salaried,1900027,498,0.18,374854,39069,2021-12-25
14589697,37,Non-binary,Kolkata,Designer,Contract,1561078,719,0.23,338238,249676,2024-08-27
15470795,24,Female,Chennai,Software Engineer,Freelance,1612207,621,0.53,270088,150828,2022-11-27
11644807,36,Non-binary,Kolkata,Consultant,Salaried,950457,494,0.48,804854,479980,2023-02-02
1326945,29,Female,Mumbai,Software Engineer,Contract,1558253,670,0.46,1,194337,2025-07-29
12694800,32,Non-binary,Pune,Data Scientist,Contract,1835626,310,0.54,35405,161871,2023-06-05
5753277,27,Male,Hyderabad,Designer,Freelance,1563444,762,0.13,982646,68471,2023-03-24
3239707,37,Non-binary,Kolkata,Software Engineer,Contract,444511,571,0.59,983547,232795,2021-03-30
15235424,33,Non-binary,Kolkata,Product Manager,Salaried,928736,614,0.27,984913,15220,2022-12-08
10784343,39,Male,Lucknow,Sales,Salaried,345218,809,0.19,332252,256920,2023-10-07
1951151,27,Male,Pune,Software Engineer,Freelance,1393732,562,0.1,175676,336613,2024-12-19
5851156,37,Female,Kolkata,Product Manager,Salaried,951466,703,0.37,447609,488835,2023-05-11
8552573,31,Non-binary,Ahmedabad,Data Scientist,Salaried,1765454,721,0.17,995015,267614,2023-05-12
15547570,35,Non-binary,Surat,Software Engineer,Contract,464914,818,0.07,122884,37783,2021-10-19
12809244,28,Male,Kolkata,Sales,Salaried,1737283,828,0.32,264852,276706,2024-12-09
12024217,32,Male,Nagpur,Consultant,Salaried,1647536,440,0.56,150046,73750,2024-08-23
16158148,33,Female,Pune,Product Manager,Salaried,1062668,613,0.42,10717,69997,2024-08-21
4321364,39,Male,Vadodara,Data Scientist,Salaried,1756876,742,0.54,291676,465096,2022-09-03
9299624,40,Male,Jaipur,Consultant,Freelance,1885148,804,0.18,561895,246802,2022-05-04
2528692,34,Male,Pune,Designer,Contract,1092521,311,0.45,1131,213755,2025-02-12
5055133,39,Non-binary,Hyderabad,Product Manager,Freelance,1125878,819,0.46,931919,23555,2023-02-06
10248685,35,Non-binary,Delhi,Product Manager,Freelance,1786948,387,0.58,23060,29556,2023-02-25
16462939,31,Male,Surat,Banker,Salaried,1803748,404,0.34,43261,59969,2023-04-26
6196757,25,Male,Bengaluru,Software Engineer,Salaried,786988,340,0.54,38873,159042,2023-12-27
16491877,31,Non-binary,Vadodara,Data Scientist,Contract,809699,510,0.04,3800,274065,2022-07-10
12347615,27,Female,Delhi,Software Engineer,Freelance,1166695,640,0.19,979689,402949,2025-07-10
4002315,26,Male,Chennai,Sales,Salaried,984347,339,0.06,662448,396800,2020-11-18
6159722,26,Non-binary,Nagpur,Product Manager,Freelance,1695636,415,0.53,324074,368825,2024-04-19
6855373,32,Non-binary,Delhi,Sales,Salaried,1200815,607,0.11,316420,474330,2024-02-09
3999302,34,Non-binary,Delhi,Product Manager,Salaried,963208,558,0.04,996467,312598,2021-10-11
8836846,40,Male,Surat,Product Manager,Contract,1553074,436,0.15,90462,345227,2021-03-13
8082606,36,Male,Bengaluru,Designer,Salaried,475582,399,0.19,995999,454838,2023-02-26
3021299,34,Non-binary,Kolkata,Data Scientist,Contract,1903263,327,0.52,2224,359992,2023-05-23
2051268,34,Female,Chennai,Banker,Contract,1211857,781,0.04,26734,340785,2022-07-11
4816116,32,Male,Delhi,Software Engineer,Freelance,1288760,337,0.48,2460,162782,2025-02-17
8408086,35,Male,Delhi,Designer,Contract,1712135,584,0.08,470098,395129,2023-09-12
4717170,27,Male,Delhi,Product Manager,Freelance,1364933,799,0.5,339236,134183,2025-09-30
3575605,35,Female,Hyderabad,Sales,Freelance,532838,813,0.26,989180,143622,2023-01-18
9941004,39,Non-binary,Indore,Data Scientist,Freelance,413726,709,0.58,93324,228531,2022-01-12
3829244,38,Female,Ahmedabad,Consultant,Contract,1915525,754,0.23,715775,301052,2025-02-25
3907192,33,Female,Surat,Product Manager,Salaried,1113274,670,0.07,984145,262926,2024-05-03
8416714,37,Female,Bengaluru,Consultant,Salaried,379787,356,0.3,975589,443771,2022-05-03
14291,26,Male,Jaipur,Data Scientist,Contract,964813,325,0.05,234751,106434,2021-05-13
7588497,29,Non-binary,Nagpur,Product Manager,Contract,816991,463,0.58,1831,313806,2024-03-05
14694079,37,Male,Hyderabad,Product Manager,Contract,1425435,616,0.26,999117,259815,2023-01-02
13783646,37,Female,Hyderabad,Designer,Salaried,1060510,486,0.57,209427,294286,2021-03-19
7131924,36,Male,Pune,Consultant,Freelance,1614594,542,0.48,978950,25310,2025-09-30
8592216,39,Non-binary,Indore,Banker,Salaried,848652,728,0.19,20994,342933,2024-06-24
9675962,36,Male,Nagpur,Data Scientist,Contract,722463,449,0.03,99794,21258,2024-01-01
3233243,35,Male,Bengaluru,Consultant,Salaried,1726496,827,0.31,991733,251833,2021-12-17
6638924,29,Non-binary,Delhi,Consultant,Contract,1232258,794,0.09,76,56026,2024-01-23
16592738,32,Female,Indore,Data Scientist,Contract,1060062,419,0.13,574763,354040,2022-02-06
7154282,27,Non-binary,Kolkata,Banker,Freelance,1432396,547,0.41,2,285949,2023-01-21
949555,27,Female,Lucknow,Software Engineer,Contract,1708994,549,0.3,174262,88287,2024-06-14
10512195,36,Male,Surat,Designer,Salaried,732902,829,0.53,979400,449647,2023-11-02
11091342,30,Female,Delhi,Sales,Freelance,936180,496,0.37,417079,96127,2022-01-08
15675165,25,Female,Indore,Designer,Freelance,612671,427,0.57,3287,35865,2024-05-21
14482080,40,Female,Jaipur,Data Scientist,Contract,543075,828,0.17,5813,326523,2022-06-03
14527893,26,Male,Chennai,Sales,Freelance,426540,708,0.07,562030,72185,2023-10-19
5303984,26,Non-binary,Chennai,Software Engineer,Contract,1929846,402,0.19,29,49360,2021-03-18
6499977,31,Non-binary,Bengaluru,Consultant,Contract,967957,677,0.3,599011,244761,2024-09-27
2896817,29,Non-binary,Chennai,Consultant,Contract,813089,676,0.09,687023,320067,2024-07-28
197507,32,Non-binary,Kolkata,Software Engineer,Freelance,969779,390,0.12,15570,401713,2024-09-14
12734322,25,Non-binary,Lucknow,Designer,Salaried,1634986,832,0.01,993087,94228,2023-12-05
12256223,34,Male,Nagpur,Designer,Contract,1168013,691,0.14,1280,275826,2024-03-07
15820319,25,Male,Pune,Product Manager,Contract,1672505,659,0.27,991904,360998,2025-01-05
14914855,39,Non-binary,Nagpur,Sales,Salaried,1243718,789,0.19,371246,361330,2025-09-04
1432625,40,Non-binary,Delhi,Designer,Salaried,1891119,681,0.09,297317,414567,2021-01-11
10991970,39,Non-binary,Delhi,Software Engineer,Contract,988089,361,0.06,170352,148412,2021-12-30
3194761,36,Female,Hyderabad,Designer,Salaried,967065,453,0.17,756335,14821,2023-02-19
2103959,34,Non-binary,Bengaluru,Sales,Contract,1975637,619,0.45,647575,228280,2022-01-23
14076064,39,Non-binary,Kolkata,Consultant,Contract,1197315,726,0.24,999128,139443,2021-04-22
14586419,36,Non-binary,Chennai,Consultant,Freelance,1797706,353,0.05,400615,9511,2023-02-14
14102929,40,Non-binary,Ahmedabad,Software Engineer,Freelance,595470,444,0.1,373517,372814,2022-01-17
192908,35,Non-binary,Bengaluru,Consultant,Salaried,717615,774,0.35,15235,73831,2023-11-10
1756437,30,Female,Kolkata,Software Engineer,Contract,1210717,487,0.09,169733,445038,2023-08-24
8119196,35,Non-binary,Bengaluru,Software Engineer,Salaried,1438349,555,0.59,876,452277,2021-12-03
15944945,37,Male,Lucknow,Designer,Freelance,1074568,684,0.38,96321,488982,2024-10-02
3837827,34,Non-binary,Hyderabad,Sales,Freelance,1704819,580,0.2,2410,163772,2023-09-28
7213357,27,Female,Kolkata,Product Manager,Freelance,843580,481,0.53,4288,429107,2022-02-22
431356,38,Non-binary,Lucknow,Sales,Freelance,1082642,487,0.51,775480,284425,2025-06-17
753611,36,Male,Indore,Banker,Contract,1606379,715,0.06,42,94563,2024-02-08
7568141,40,Male,Mumbai,Consultant,Salaried,650410,430,0.25,869896,454118,2023-06-18
16550933,27,Female,Hyderabad,Software Engineer,Contract,1330799,704,0.03,170242,236645,2022-06-26
8138215,40,Male,Chennai,Data Scientist,Freelance,1209890,563,0.38,147086,216593,2025-05-19
866286,32,Non-binary,Delhi,Designer,Contract,759403,394,0.03,37941,487983,2023-10-15
13283669,30,Male,Chennai,Consultant,Freelance,1217779,827,0.18,21825,312633,2023-06-20
1272078,33,Non-binary,Lucknow,Software Engineer,Freelance,546781,397,0.46,999134,448695,2024-12-05
2077379,32,Male,Mumbai,Product Manager,Freelance,1426421,570,0.13,420904,305443,2023-02-22
4036224,31,Female,Ahmedabad,Product Manager,Freelance,901399,843,0.43,782658,143109,2025-01-19
1914232,34,Male,Pune,Data Scientist,Salaried,567732,816,0.06,45967,172162,2025-09-20
16610219,23,Female,Jaipur,Banker,Freelance,1685875,309,0.26,20877,56846,2024-04-09
11503738,38,Non-binary,Vadodara,Product Manager,Salaried,760547,523,0.36,936878,70288,2021-05-19
114829,28,Female,Bengaluru,Product Manager,Salaried,960458,770,0.57,801145,120086,2022-08-14
475212,26,Female,Bengaluru,Data Scientist,Freelance,916510,556,0.43,107021,161533,2022-08-28
15346128,25,Male,Ahmedabad,Product Manager,Contract,1640847,759,0.27,975437,51267,2022-12-06
1305178,35,Non-binary,Delhi,Consultant,Contract,1934444,318,0.3,0,143441,2021-04-16
16350589,32,Non-binary,Hyderabad,Designer,Contract,566122,441,0.57,666087,444163,2021-04-24
12542945,37,Male,Hyderabad,Banker,Freelance,633397,486,0.41,59936,31279,2024-01-27
10565528,40,Non-binary,Hyderabad,Banker,Salaried,1864073,751,0.47,110767,133414,2024-01-23
11048561,34,Female,Hyderabad,Data Scientist,Salaried,1205433,379,0.39,193239,146929,2021-05-07
770222,30,Male,Hyderabad,Data Scientist,Salaried,1200448,543,0.54,998886,81458,2020-12-18
15007810,23,Female,Jaipur,Banker,Salaried,531618,354,0.06,593780,237746,2023-10-27
4061365,37,Female,Chennai,Product Manager,Freelance,991467,543,0.32,182475,463556,2025-09-26
11848863,36,Male,Chennai,Product Manager,Freelance,587783,308,0.2,921297,205029,2025-08-15
2067454,37,Male,Bengaluru,Data Scientist,Salaried,1492015,340,0.49,222825,317195,2023-04-08
3691057,29,Male,Kolkata,Software Engineer,Freelance,1947940,737,0.4,941310,175613,2023-01-18
11805353,38,Female,Hyderabad,Designer,Salaried,1701722,609,0.38,712059,268098,2025-02-17
4572825,40,Female,Delhi,Designer,Salaried,1731827,687,0.29,75683,180661,2024-04-23
11291913,31,Male,Ahmedabad,Software Engineer,Freelance,1862085,790,0.14,556014,210351,2025-01-14
6387281,25,Non-binary,Pune,Banker,Freelance,1555627,655,0.27,115901,129723,2021-04-06
3429070,34,Non-binary,Jaipur,Data Scientist,Contract,1928114,664,0.58,985738,326636,2023-08-22
9914156,26,Female,Pune,Data Scientist,Freelance,1927304,496,0.1,3964,55621,2021-11-03
15428352,37,Female,Delhi,Banker,Contract,1410579,811,0.36,834114,330291,2024-09-09
546594,26,Female,Indore,Software Engineer,Freelance,738118,736,0.08,168679,321517,2025-05-04
3051148,36,Male,Delhi,Software Engineer,Freelance,395704,449,0.15,996990,218468,2023-07-25
16148563,35,Non-binary,Indore,Product Manager,Contract,1102513,672,0.08,1176,337486,2025-03-04
4925713,28,Female,Jaipur,Banker,Freelance,1539766,518,0.25,973058,61724,2023-03-14
11533875,31,Non-binary,Indore,Sales,Salaried,1236438,470,0.02,104567,206177,2021-03-20
7580082,30,Male,Kolkata,Data Scientist,Salaried,1406120,731,0.23,474895,476151,2024-05-02
5523654,33,Female,Surat,Data Scientist,Contract,829786,396,0.22,620996,252011,2021-05-06
11751191,35,Male,Delhi,Sales,Contract,618855,800,0.14,999094,325538,2024-01-11
15499207,39,Female,Lucknow,Sales,Contract,1582348,804,0.25,51229,371491,2024-04-06
15341069,29,Non-binary,Nagpur,Consultant,Contract,1368351,384,0.55,895321,138126,2021-02-01
13893947,36,Male,Ahmedabad,Banker,Contract,1791116,812,0.42,710861,477104,2021-04-28
12613640,38,Male,Nagpur,Designer,Contract,1918108,551,0.24,877114,408907,2023-09-11
3956772,25,Male,Jaipur,Product Manager,Salaried,1074720,583,0.28,612471,354516,2024-10-11
4884273,39,Female,Vadodara,Software Engineer,Freelance,776880,695,0.04,778149,214566,2025-03-20
4184918,29,Male,Lucknow,Sales,Freelance,706009,759,0.18,992116,363461,2022-09-22
16443689,29,Non-binary,Pune,Consultant,Salaried,1020718,733,0.31,851050,463055,2025-03-01
7676399,25,Male,Lucknow,Software Engineer,Salaried,1653715,589,0.06,851990,484659,2023-11-10
10238677,31,Non-binary,Delhi,Data Scientist,Freelance,1422689,390,0.03,156194,122671,2022-01-09
16337458,25,Male,Delhi,Software Engineer,Contract,1129594,451,0.42,412554,340265,2025-09-30
15124110,26,Male,Surat,Designer,Salaried,1816722,772,0.51,24030,295419,2024-04-07
10883700,25,Male,Hyderabad,Banker,Contract,391075,714,0.37,7,122007,2024-04-21
4655081,37,Male,Delhi,Software Engineer,Salaried,980689,325,0.46,11760,153146,2024-06-01
4210877,35,Male,Pune,Product Manager,Contract,946058,825,0.45,17914,139766,2022-07-10
4039167,26,Male,Mumbai,Consultant,Contract,1157890,448,0.28,999129,410080,2025-03-06
2515717,28,Female,Surat,Software Engineer,Salaried,1882824,827,0.41,59503,444236,2023-02-17
11900295,38,Female,Kolkata,Sales,Freelance,517237,347,0.52,4,80984,2023-05-08
11867985,27,Female,Indore,Sales,Salaried,926811,476,0.58,438160,321069,2020-12-22
3852285,39,Non-binary,Mumbai,Sales,Contract,329444,347,0.02,33694,424196,2022-07-20
7583866,39,Non-binary,Pune,Data Scientist,Freelance,1869652,367,0.47,984347,349493,2024-05-07
9203696,25,Non-binary,Nagpur,Designer,Contract,862499,385,0.17,864237,405866,2024-04-30
3244377,37,Female,Ahmedabad,Sales,Freelance,1578921,424,0.59,141866,402834,2021-04-15
249145,26,Male,Hyderabad,Consultant,Salaried,659060,380,0.38,431201,102664,2022-07-23
12712291,30,Male,Hyderabad,Software Engineer,Salaried,474722,452,0.2,2645,497475,2022-05-31
3420069,38,Female,Pune,Data Scientist,Contract,1027363,727,0.56,951585,479598,2025-04-10
193346,32,Non-binary,Surat,Banker,Freelance,1510572,364,0.5,227269,230529,2025-04-20
1547332,25,Non-binary,Lucknow,Data Scientist,Contract,1988593,377,0.51,142912,171547,2021-09-16
4250177,34,Female,Pune,Sales,Freelance,463620,661,0.11,15092,150355,2023-02-28
14757956,35,Non-binary,Kolkata,Data Scientist,Salaried,744124,705,0.44,237310,495832,2021-01-28
10369625,37,Non-binary,Ahmedabad,Software Engineer,Freelance,1968935,698,0.53,9421,244310,2022-05-28
2317365,36,Male,Nagpur,Software Engineer,Contract,1391902,352,0.21,782198,497849,2023-01-02
4022633,31,Non-binary,Vadodara,Designer,Salaried,1815439,848,0.09,359,361744,2023-06-30
7327326,24,Non-binary,Nagpur,Designer,Contract,891130,416,0.57,198828,465292,2024-04-11
1970188,36,Female,Mumbai,Designer,Salaried,795308,376,0.06,498862,465717,2024-05-17
1713655,29,Male,Ahmedabad,Product Manager,Salaried,1242204,413,0.23,744257,262361,2023-12-09
2333680,34,Female,Chennai,Software Engineer,Contract,1464346,721,0.45,3915,79506,2021-12-04
6831631,31,Female,Pune,Consultant,Freelance,1419374,778,0.26,450536,37545,2024-08-24
9357138,35,Female,Pune,Product Manager,Contract,1575396,612,0.17,483035,199691,2023-05-12
11265259,32,Non-binary,Hyderabad,Data Scientist,Freelance,1656674,386,0.51,831150,285139,2023-07-17
1696101,39,Male,Nagpur,Banker,Contract,786391,764,0.4,131887,429887,2025-02-06
1633441,38,Non-binary,Hyderabad,Designer,Salaried,608660,423,0.37,38620,36831,2023-01-05
9723188,24,Male,Surat,Banker,Freelance,1116015,752,0.22,563600,50533,2021-12-23
16340868,38,Non-binary,Ahmedabad,Consultant,Contract,554800,486,0.17,129272,302889,2020-10-03
2758790,25,Male,Delhi,Banker,Contract,1828124,820,0.32,920795,430142,2022-01-17
9940798,28,Male,Indore,Sales,Freelance,1190167,652,0.26,5028,141887,2023-05-11
3140851,28,Male,Chennai,Designer,Freelance,1019516,334,0.46,754194,76406,2025-08-20
13640595,35,Female,Vadodara,Sales,Salaried,360583,518,0.52,360427,175238,2023-10-28
12975175,32,Non-binary,Kolkata,Designer,Freelance,1432307,398,0.59,268721,361089,2024-12-10
1741685,30,Non-binary,Lucknow,Consultant,Salaried,817526,336,0.53,633230,328308,2022-07-09
298229,29,Male,Kolkata,Data Scientist,Freelance,721634,754,0.13,988664,263701,2023-03-10
5399809,35,Male,Indore,Product Manager,Freelance,1917894,782,0.3,596409,394983,2023-10-18
7443080,39,Non-binary,Chennai,Product Manager,Salaried,1955711,589,0.35,4,50559,2020-12-08
12672173,29,Female,Surat,Consultant,Contract,977479,409,0.04,805545,38087,2025-03-02
7263561,24,Non-binary,Surat,Designer,Salaried,728163,437,0.58,4826,373650,2025-02-04
4396000,30,Male,Vadodara,Designer,Salaried,1257599,521,0.16,104937,58895,2021-04-29
15352130,36,Non-binary,Kolkata,Software Engineer,Contract,1894589,705,0.31,255812,374957,2021-07-23
6486171,32,Male,Nagpur,Software Engineer,Salaried,1031370,323,0.21,974753,363171,2023-05-09
10382004,33,Non-binary,Chennai,Software Engineer,Freelance,1505621,447,0.19,148290,487324,2024-07-22
6407501,31,Non-binary,Nagpur,Data Scientist,Freelance,630007,326,0.57,643879,332406,2020-10-15
10028027,36,Female,Indore,Product Manager,Contract,473701,801,0.2,274222,417043,2020-12-23
14724149,36,Female,Delhi,Consultant,Salaried,806621,451,0.13,991742,459502,2024-05-26
9994756,31,Female,Nagpur,Software Engineer,Freelance,1640356,396,0.45,19614,141683,2020-10-18
6609165,34,Male,Chennai,Banker,Freelance,742861,399,0.57,10543,87455,2022-01-09
3562606,37,Non-binary,Lucknow,Designer,Freelance,1922318,793,0.22,520107,235301,2021-05-12
482131,27,Male,Indore,Consultant,Salaried,813791,560,0.47,484682,272940,2023-06-27
3127995,34,Male,Chennai,Banker,Freelance,1135562,712,0.57,1299,224817,2024-06-10
8614100,29,Non-binary,Vadodara,Sales,Contract,1291090,701,0.03,734910,129067,2025-02-15
5475211,35,Female,Hyderabad,Banker,Freelance,1636876,626,0.48,997065,407082,2024-10-24
756917,37,Male,Bengaluru,Product Manager,Freelance,495851,374,0.02,690990,363169,2022-09-08
15708469,35,Male,Ahmedabad,Sales,Contract,667127,544,0.16,369339,255901,2021-04-28
10753620,26,Non-binary,Mumbai,Designer,Salaried,1891806,611,0.45,31144,222915,2022-01-04
12689526,25,Female,Vadodara,Product Manager,Freelance,866070,712,0.47,543233,102537,2021-10-12
12246328,32,Female,Hyderabad,Data Scientist,Contract,428373,791,0.13,6382,330311,2022-09-13
11826631,34,Female,Pune,Data Scientist,Salaried,532578,762,0.4,420905,482104,2023-04-12
6410318,27,Non-binary,Nagpur,Data Scientist,Freelance,1174257,717,0.46,934537,372321,2021-09-22
6578019,39,Female,Ahmedabad,Consultant,Contract,1107950,749,0.47,961659,151141,2025-05-28
117385,26,Male,Ahmedabad,Software Engineer,Contract,1295702,747,0.45,55442,386468,2024-05-06
11229698,39,Female,Surat,Software Engineer,Salaried,750115,425,0.53,54524,276516,2024-01-18
12186661,34,Male,Vadodara,Product Manager,Freelance,425533,707,0.43,10653,53099,2022-07-31
4697872,39,Male,Hyderabad,Software Engineer,Salaried,1469973,422,0.32,957307,75170,2024-02-13
5728855,23,Non-binary,Lucknow,Software Engineer,Contract,811924,773,0.14,600203,75326,2022-01-30
15648105,26,Female,Chennai,Banker,Salaried,1928475,640,0.35,989784,370967,2025-07-08
7186055,35,Female,Nagpur,Consultant,Contract,1124503,563,0.16,549390,448642,2024-01-12
15658403,38,Non-binary,Chennai,Designer,Contract,1136080,607,0.28,80166,19782,2022-07-30
8127438,39,Non-binary,Mumbai,Designer,Freelance,853717,538,0.54,999016,9415,2023-08-27
6958511,26,Non-binary,Nagpur,Data Scientist,Salaried,1673587,799,0.14,11,36888,2024-03-07
9833153,30,Non-binary,Delhi,Banker,Salaried,1519052,735,0.06,246347,220895,2024-08-11
1733829,34,Female,Kolkata,Designer,Contract,1003313,786,0.21,996948,243375,2025-05-14
5933799,35,Male,Nagpur,Software Engineer,Freelance,937508,438,0.47,294,203392,2022-01-25
13657932,40,Female,Bengaluru,Sales,Freelance,744307,714,0.37,266406,331817,2021-10-14
14641990,28,Male,Nagpur,Banker,Contract,800470,307,0.12,986192,419579,2021-03-07
12517728,29,Non-binary,Mumbai,Designer,Freelance,1900264,716,0.19,529573,287258,2024-03-09
7318251,31,Non-binary,Mumbai,Data Scientist,Salaried,1811197,328,0.0,11,20868,2025-06-05
14269917,30,Female,Jaipur,Consultant,Freelance,712678,626,0.53,327204,454097,2022-09-11
12145094,31,Female,Lucknow,Designer,Freelance,1438960,742,0.32,44089,169991,2025-05-03
12735337,38,Male,Surat,Software Engineer,Contract,746839,707,0.44,474601,201078,2021-08-12
11831116,25,Female,Jaipur,Consultant,Contract,648713,455,0.37,904676,484842,2022-11-25
4029526,37,Female,Delhi,Designer,Contract,1459638,700,0.2,249265,37872,2023-02-14
7872582,23,Female,Lucknow,Product Manager,Contract,1366727,610,0.22,351431,430191,2025-07-06
2712281,33,Male,Pune,Software Engineer,Contract,804674,798,0.07,312093,150912,2022-09-30
8165337,28,Non-binary,Chennai,Consultant,Salaried,982708,567,0.34,968870,201308,2020-11-24
1663009,39,Male,Hyderabad,Product Manager,Salaried,320702,456,0.42,33252,473349,2025-01-23
3896755,32,Non-binary,Ahmedabad,Software Engineer,Salaried,1235611,705,0.18,16906,415442,2024-03-28
16255566,39,Non-binary,Vadodara,Product Manager,Freelance,613847,715,0.23,999017,51771,2024-06-30
2238794,36,Female,Chennai,Consultant,Contract,1444739,650,0.08,961113,391128,2020-12-24
5528149,32,Female,Chennai,Software Engineer,Salaried,1662641,463,0.18,712775,39690,2024-04-17
8316931,29,Non-binary,Pune,Product Manager,Freelance,1963181,542,0.46,965104,176714,2023-11-08
9145781,33,Male,Lucknow,Product Manager,Contract,927699,369,0.43,108274,181846,2021-12-11
12513578,37,Female,Jaipur,Product Manager,Salaried,1891857,815,0.56,324240,394563,2023-09-18
9395172,35,Female,Ahmedabad,Banker,Salaried,1250207,461,0.04,318218,490741,2025-05-23
12608637,39,Female,Bengaluru,Software Engineer,Freelance,498356,471,0.34,846423,246715,2025-07-14
12242158,23,Non-binary,Surat,Banker,Freelance,561053,528,0.43,27665,449356,2022-04-09
1855084,29,Male,Mumbai,Sales,Contract,1674554,657,0.04,1146,211232,2020-10-11
844810,26,Female,Bengaluru,Software Engineer,Freelance,503207,705,0.37,407438,128235,2023-04-02
2350595,23,Non-binary,Surat,Product Manager,Salaried,1816687,776,0.38,207804,313241,2022-10-19
9137166,36,Non-binary,Nagpur,Designer,Freelance,1670043,306,0.19,973478,499706,2021-03-20
9346406,24,Female,Hyderabad,Sales,Salaried,1623163,354,0.22,178758,467520,2025-01-16
15187685,39,Male,Hyderabad,Designer,Salaried,1153067,319,0.58,972360,447024,2024-04-10
5350297,35,Female,Hyderabad,Product Manager,Salaried,976810,491,0.33,996420,36635,2025-05-22
15929571,26,Male,Jaipur,Banker,Salaried,1834902,687,0.33,400760,362911,2025-09-30
6645459,28,Female,Mumbai,Consultant,Salaried,1365072,382,0.2,635367,256795,2025-07-03
8424244,26,Non-binary,Indore,Consultant,Freelance,340914,480,0.11,854505,15102,2022-02-14
1254911,38,Non-binary,Mumbai,Consultant,Salaried,1810002,556,0.13,292210,140501,2022-12-02
3759772,26,Female,Mumbai,Consultant,Salaried,1896472,570,0.08,988944,47267,2025-03-22
11239554,38,Male,Mumbai,Sales,Freelance,1433865,486,0.4,514461,188952,2025-02-14
3461657,25,Non-binary,Nagpur,Banker,Salaried,867227,611,0.5,906628,256062,2022-10-12
15560044,35,Male,Mumbai,Banker,Freelance,381470,673,0.07,519667,127865,2021-03-03
14761297,33,Female,Ahmedabad,Product Manager,Salaried,417399,737,0.56,667250,322127,2022-05-06
12215449,23,Female,Ahmedabad,Software Engineer,Salaried,1001427,364,0.49,328159,145373,2024-02-22
10844714,40,Male,Mumbai,Consultant,Contract,340371,685,0.05,913945,289794,2025-05-27
9944209,24,Non-binary,Delhi,Product Manager,Contract,485182,557,0.23,286087,242837,2024-01-10
4557488,24,Female,Kolkata,Banker,Freelance,1100838,809,0.31,308729,70762,2021-12-30
9661063,31,Non-binary,Kolkata,Software Engineer,Salaried,975134,847,0.39,623555,300893,2023-11-13
7500014,25,Non-binary,Bengaluru,Data Scientist,Freelance,1336466,406,0.44,728193,475095,2024-04-24
561809,37,Non-binary,Hyderabad,Product Manager,Freelance,1804143,564,0.47,59580,293896,2024-11-30
5603333,40,Non-binary,Mumbai,Product Manager,Contract,1103893,794,0.02,974675,475896,2021-09-05
14321602,38,Non-binary,Ahmedabad,Designer,Contract,1280448,610,0.28,208298,242017,2021-02-23
8947698,32,Female,Lucknow,Data Scientist,Contract,598222,463,0.47,996875,214080,2021-11-15
16156267,31,Male,Delhi,Sales,Contract,1031716,608,0.03,283,8891,2021-08-05
3781372,31,Non-binary,Bengaluru,Product Manager,Freelance,362258,735,0.17,570522,375719,2022-05-04
1756261,35,Non-binary,Jaipur,Designer,Freelance,1301563,656,0.34,11806,1618,2021-01-15
15650695,38,Female,Hyderabad,Banker,Salaried,1834331,303,0.25,94087,131925,2022-04-30
