customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
1485,37,Female,Bengaluru,Consultant,Freelance,676577,670,0.42,0,483874,2024-01-14
1486,26,Male,Chennai,Software Engineer,Salaried,1676398,688,0.02,9936,1052,2025-02-01
1487,40,Male,Jaipur,Software Engineer,Contract,1795115,555,0.52,999134,357795,2024-04-20
1488,40,Male,Mumbai,Consultant,Salaried,479146,715,0.6,24940,133457,2025-03-26
1489,38,Male,Nagpur,Sales,Freelance,1523395,529,0.1,907453,499921,2023-06-25
1490,26,Non-binary,Chennai,Sales,Salaried,1693804,332,0.15,0,420860,2024-11-23
1491,36,Non-binary,Ahmedabad,Banker,Contract,542804,609,0.3,0,256961,2024-01-18
1492,32,Non-binary,Vadodara,Consultant,Contract,1330250,307,0.09,695843,460518,2025-08-05
1493,39,Non-binary,Jaipur,Sales,Salaried,781059,548,0.2,20665,114472,2022-02-23
1494,38,Non-binary,Indore,Designer,Salaried,300534,436,0.6,30173,22030,2024-11-06
1495,29,Female,Chennai,Banker,Freelance,846429,702,0.21,0,352539,2025-09-05
1496,35,Male,Chennai,Designer,Salaried,1565665,317,0.59,0,499921,2025-05-24
1497,29,Male,Chennai,Product Manager,Freelance,830615,493,0.22,0,139848,2024-11-16
1498,34,Non-binary,Indore,Consultant,Contract,1911045,300,0.55,168590,1052,2021-05-26
1499,36,Male,Hyderabad,Consultant,Salaried,389638,783,0.3,0,1052,2024-02-22
1500,25,Non-binary,Mumbai,Sales,Contract,1792699,850,0.0,39329,402616,2022-11-15
1501,29,Non-binary,Jaipur,Banker,Contract,1721610,300,0.39,9792,19417,2025-05-20
1502,30,Female,Hyderabad,Designer,Salaried,1998831,446,0.09,0,64644,2022-10-21
1503,40,Non-binary,Kolkata,Sales,Contract,1764941,300,0.15,0,113717,2021-10-27
1504,37,Female,Chennai,Sales,Freelance,825345,370,0.18,0,1052,2023-02-03
1505,29,Female,Pune,Product Manager,Contract,585072,340,0.04,37776,445494,2022-07-06
1506,33,Non-binary,Pune,Data Scientist,Salaried,1899087,850,0.39,0,276709,2024-08-01
1507,23,Female,Jaipur,Data Scientist,Contract,700326,829,0.02,0,499921,2021-08-07
1508,23,Female,Jaipur,Software Engineer,Freelance,997791,430,0.1,0,401237,2021-08-13
1509,39,Male,Mumbai,Software Engineer,Salaried,935004,373,0.6,270545,142173,2025-10-01
1510,37,Non-binary,Ahmedabad,Software Engineer,Contract,1998831,713,0.5,469947,273228,2022-05-29
1511,28,Female,Hyderabad,Software Engineer,Salaried,1918035,850,0.04,16346,115027,2023-09-14
1512,40,Male,Chennai,Software Engineer,Salaried,1007867,539,0.2,28280,169056,2025-10-01
1513,37,Male,Indore,Product Manager,Contract,1951705,342,0.56,1915,154400,2022-02-02
1514,29,Male,Vadodara,Designer,Salaried,1936749,542,0.51,0,109277,2021-12-13
1515,40,Female,Mumbai,Product Manager,Freelance,1998831,473,0.33,176559,207116,2022-02-22
1516,25,Female,Nagpur,Product Manager,Contract,702765,448,0.24,13402,181195,2025-07-09
1517,23,Non-binary,Chennai,Product Manager,Contract,1084206,850,0.19,463302,420711,2021-07-01
1518,35,Non-binary,Jaipur,Data Scientist,Contract,1487853,580,0.35,5489,1052,2022-05-03
1519,40,Non-binary,Surat,Consultant,Freelance,1670442,300,0.6,0,192730,2025-06-26
1520,34,Female,Kolkata,Software Engineer,Salaried,330738,777,0.44,0,349109,2023-07-14
1521,24,Non-binary,Kolkata,Software Engineer,Salaried,300534,638,0.46,0,301093,2023-08-25
1522,26,Non-binary,Ahmedabad,Data Scientist,Salaried,1524580,353,0.07,242227,126432,2025-10-01
1523,39,Female,Indore,Product Manager,Salaried,999160,379,0.15,0,300091,2021-09-19
1524,40,Non-binary,Nagpur,Banker,Freelance,1282752,629,0.15,513863,246636,2022-01-29
1525,39,Male,Ahmedabad,Banker,Contract,495673,494,0.15,28367,92141,2025-10-01
1526,36,Male,Hyderabad,Software Engineer,Salaried,1085657,588,0.6,600358,499921,2021-06-14
1527,40,Non-binary,Vadodara,Consultant,Salaried,1998831,579,0.07,7974,239503,2025-03-13
1528,29,Non-binary,Ahmedabad,Product Manager,Salaried,997305,519,0.05,632531,1052,2023-06-03
1529,37,Non-binary,Lucknow,Banker,Contract,1258704,362,0.0,0,8952,2022-07-10
1530,36,Non-binary,Delhi,Product Manager,Contract,1596810,765,0.0,0,291144,2022-07-08
1531,31,Female,Kolkata,Software Engineer,Freelance,360067,571,0.16,4052,16824,2023-04-24
1532,39,Non-binary,Vadodara,Product Manager,Contract,502870,311,0.42,25815,30000,2024-08-30
1533,37,Non-binary,Nagpur,Sales,Contract,1184154,330,0.04,0,288251,2021-11-27
1534,34,Non-binary,Hyderabad,Software Engineer,Salaried,691489,702,0.41,999134,168540,2020-11-01
1535,29,Male,Bengaluru,Product Manager,Contract,576690,364,0.6,1278,1988,2022-10-19
1536,28,Male,Indore,Software Engineer,Salaried,1541354,649,0.13,0,137317,2022-11-22
1537,24,Female,Vadodara,Designer,Freelance,300534,536,0.0,0,204007,2025-08-13
1538,24,Non-binary,Ahmedabad,Banker,Salaried,669131,557,0.04,15296,185943,2022-07-24
1539,33,Non-binary,Ahmedabad,Consultant,Contract,1481864,587,0.08,0,8822,2021-11-18
1540,40,Male,Hyderabad,Software Engineer,Freelance,1442874,731,0.16,416200,273138,2022-05-08
1541,37,Female,Nagpur,Consultant,Freelance,483091,391,0.45,11435,350257,2023-04-16
1542,39,Male,Vadodara,Software Engineer,Freelance,300534,375,0.12,7997,268103,2025-09-19
1543,40,Male,Ahmedabad,Sales,Salaried,676189,406,0.6,31598,405834,2022-10-26
1544,40,Female,Bengaluru,Product Manager,Contract,539604,551,0.44,2619,477640,2024-02-20
1545,37,Non-binary,Bengaluru,Designer,Freelance,1855047,822,0.0,68349,499921,2024-06-02
1546,32,Female,Kolkata,Designer,Freelance,1804392,789,0.35,110846,62153,2024-03-09
1547,38,Non-binary,Kolkata,Banker,Contract,1998831,492,0.52,8410,31244,2021-06-25
1548,28,Non-binary,Nagpur,Product Manager,Salaried,1632799,621,0.47,0,341170,2025-02-16
1549,37,Female,Mumbai,Product Manager,Freelance,1339452,372,0.55,641157,40958,2021-09-15
1550,29,Female,Nagpur,Data Scientist,Salaried,300534,657,0.01,636895,384589,2025-04-30
1551,32,Non-binary,Pune,Consultant,Contract,461722,349,0.33,813999,97659,2022-07-13
1552,35,Male,Jaipur,Data Scientist,Salaried,300534,655,0.6,708801,376054,2022-06-06
1553,27,Male,Nagpur,Sales,Contract,1287939,678,0.31,9242,138625,2024-05-07
1554,36,Male,Mumbai,Software Engineer,Freelance,1179548,802,0.41,166795,402435,2023-06-01
1555,36,Female,Vadodara,Consultant,Contract,300534,676,0.5,25617,135396,2025-10-01
1556,24,Male,Hyderabad,Designer,Freelance,1456793,656,0.54,0,389106,2024-08-09
1557,28,Male,Hyderabad,Sales,Contract,1372391,700,0.0,30823,139928,2025-08-17
1558,25,Male,Hyderabad,Designer,Freelance,929495,512,0.05,0,398267,2025-08-05
1559,34,Female,Chennai,Banker,Freelance,1536586,433,0.5,24245,199710,2022-02-08
1560,38,Male,Chennai,Consultant,Contract,1998831,744,0.6,20497,499921,2022-03-11
1561,34,Non-binary,Kolkata,Data Scientist,Contract,770347,459,0.03,8504,424817,2025-10-01
1562,40,Non-binary,Indore,Product Manager,Salaried,1443725,556,0.42,416227,1052,2021-08-06
1563,39,Male,Delhi,Designer,Freelance,881162,697,0.6,0,197899,2025-10-01
1564,27,Male,Hyderabad,Banker,Salaried,1120376,454,0.42,0,196642,2025-04-08
1565,40,Non-binary,Kolkata,Banker,Salaried,1541604,626,0.26,23122,343538,2024-12-30
1566,40,Non-binary,Chennai,Banker,Freelance,578951,300,0.4,121414,161357,2025-10-01
1567,25,Non-binary,Mumbai,Sales,Contract,1518658,731,0.4,0,377723,2023-12-24
1568,40,Male,Indore,Software Engineer,Freelance,973339,588,0.6,0,85823,2022-08-24
1569,34,Non-binary,Jaipur,Data Scientist,Freelance,433021,300,0.37,0,1052,2025-06-20
1570,32,Female,Mumbai,Sales,Contract,372454,300,0.53,0,403077,2022-12-13
1571,23,Non-binary,Ahmedabad,Banker,Contract,1148008,427,0.04,0,123741,2022-11-07
1572,40,Female,Bengaluru,Banker,Salaried,1601518,649,0.6,0,4939,2022-08-14
1573,38,Female,Lucknow,Product Manager,Contract,300534,402,0.0,11289,81905,2022-01-10
1574,28,Non-binary,Vadodara,Sales,Salaried,731164,650,0.6,695170,499921,2022-05-31
1575,40,Female,Delhi,Banker,Contract,761763,300,0.19,0,440590,2023-06-30
1576,38,Non-binary,Vadodara,Sales,Contract,816987,300,0.43,39877,75112,2021-05-26
1577,39,Non-binary,Lucknow,Consultant,Contract,1792608,387,0.45,723593,76351,2024-07-12
1578,31,Non-binary,Kolkata,Data Scientist,Salaried,300534,517,0.48,0,16504,2024-06-24
1579,31,Non-binary,Chennai,Software Engineer,Contract,1688694,337,0.44,538317,76744,2024-06-28
1580,37,Non-binary,Mumbai,Sales,Contract,300534,703,0.48,0,344687,2025-10-01
1581,29,Female,Kolkata,Product Manager,Freelance,1998831,300,0.59,223054,439891,2023-07-22
1582,34,Non-binary,Hyderabad,Software Engineer,Salaried,720985,397,0.6,688974,422424,2021-04-20
1583,35,Non-binary,Mumbai,Consultant,Salaried,682387,499,0.39,20398,480814,2021-06-25
1584,38,Non-binary,Ahmedabad,Banker,Freelance,337606,728,0.05,0,375305,2025-08-03
1585,35,Male,Vadodara,Banker,Salaried,1752832,757,0.19,723489,51138,2025-04-11
1586,33,Female,Delhi,Product Manager,Salaried,300534,354,0.35,725089,73962,2025-08-02
1587,26,Male,Kolkata,Sales,Salaried,1431227,736,0.47,0,74571,2024-12-15
1588,29,Male,Surat,Designer,Salaried,300534,304,0.43,53015,283936,2022-10-26
1589,40,Female,Chennai,Product Manager,Freelance,1998831,387,0.6,0,407921,2021-11-25
1590,24,Non-binary,Chennai,Data Scientist,Contract,1201412,545,0.33,0,61261,2021-04-19
1591,29,Female,Jaipur,Product Manager,Salaried,555171,300,0.5,0,164779,2023-09-04
1592,33,Non-binary,Ahmedabad,Banker,Contract,1998831,377,0.11,13921,185895,2022-10-07
1593,33,Male,Hyderabad,Banker,Salaried,1755304,770,0.29,200675,1052,2025-10-01
1594,40,Female,Lucknow,Consultant,Freelance,1395552,487,0.21,38641,102894,2025-10-01
1595,36,Female,Chennai,Banker,Freelance,693774,537,0.48,19129,1052,2022-10-20
1596,33,Male,Surat,Software Engineer,Contract,767174,850,0.25,241092,388421,2023-09-28
1597,38,Male,Mumbai,Designer,Salaried,1278598,300,0.55,0,499921,2021-12-16
1598,40,Male,Pune,Designer,Freelance,384460,343,0.6,362415,292148,2025-10-01
1599,25,Non-binary,Chennai,Designer,Freelance,718838,770,0.44,671352,374572,2023-04-22
1600,28,Male,Nagpur,Designer,Contract,403553,539,0.59,29944,378666,2023-03-12
1601,40,Male,Hyderabad,Product Manager,Salaried,709600,329,0.6,0,329115,2024-08-23
1602,32,Male,Surat,Software Engineer,Freelance,1182415,533,0.09,426435,179290,2022-01-03
1603,40,Male,Mumbai,Software Engineer,Salaried,1774753,505,0.06,775449,111466,2024-08-22
1604,32,Female,Vadodara,Banker,Freelance,844741,615,0.41,0,499921,2022-05-18
1605,35,Non-binary,Ahmedabad,Sales,Freelance,1357186,602,0.53,0,133240,2021-03-15
1606,37,Non-binary,Lucknow,Sales,Salaried,1998831,334,0.07,0,409861,2025-10-01
1607,32,Male,Bengaluru,Sales,Salaried,300534,625,0.44,0,1052,2021-05-14
1608,29,Non-binary,Pune,Consultant,Contract,546989,850,0.15,960936,499921,2022-01-22
1609,23,Male,Chennai,Sales,Contract,1178654,687,0.39,198902,494272,2024-06-05
1610,32,Non-binary,Surat,Sales,Contract,1604160,761,0.13,539306,122026,2021-08-13
1611,29,Non-binary,Indore,Software Engineer,Contract,413001,850,0.45,0,387591,2024-07-22
1612,37,Male,Ahmedabad,Product Manager,Freelance,1365896,418,0.0,0,79291,2025-06-10
1613,30,Female,Bengaluru,Banker,Contract,1716987,632,0.6,18740,430767,2025-05-03
1614,25,Non-binary,Nagpur,Data Scientist,Freelance,1408207,751,0.15,999134,1052,2024-09-12
1615,36,Female,Ahmedabad,Banker,Freelance,1562755,300,0.6,0,152371,2025-10-01
1616,24,Non-binary,Bengaluru,Data Scientist,Contract,1607250,398,0.19,1162,34124,2025-10-01
1617,23,Non-binary,Bengaluru,Sales,Salaried,1533144,408,0.12,999134,499921,2023-01-08
1618,38,Female,Bengaluru,Product Manager,Salaried,1873067,850,0.29,223699,129993,2025-01-28
1619,31,Female,Nagpur,Software Engineer,Freelance,460114,300,0.08,0,124747,2022-06-07
1620,28,Non-binary,Nagpur,Designer,Salaried,1265812,379,0.31,0,1052,2022-10-28
1621,23,Male,Kolkata,Sales,Contract,1672300,782,0.14,221460,1052,2021-12-30
1622,30,Male,Hyderabad,Software Engineer,Contract,300534,493,0.6,556424,499921,2023-02-18
1623,40,Male,Kolkata,Software Engineer,Contract,1653124,540,0.6,0,440984,2024-12-14
1624,34,Non-binary,Ahmedabad,Banker,Freelance,611762,850,0.6,29250,138060,2023-02-27
1625,38,Female,Jaipur,Designer,Freelance,1998831,687,0.27,187942,369362,2022-05-08
1626,24,Non-binary,Delhi,Sales,Contract,1786600,663,0.6,15042,499921,2025-08-07
1627,40,Female,Nagpur,Product Manager,Salaried,534096,732,0.6,431693,379457,2025-09-07
1628,40,Non-binary,Bengaluru,Sales,Contract,543877,440,0.44,0,406252,2023-02-19
1629,36,Non-binary,Vadodara,Sales,Salaried,607865,800,0.35,633168,132288,2021-12-11
1630,37,Non-binary,Ahmedabad,Banker,Salaried,1370895,643,0.5,15591,186852,2023-11-20
1631,27,Male,Bengaluru,Software Engineer,Contract,300534,527,0.45,11622,499921,2021-10-04
1632,40,Female,Delhi,Designer,Freelance,1630384,313,0.6,0,453439,2022-05-03
1633,38,Female,Ahmedabad,Sales,Salaried,642973,300,0.48,0,313893,2025-10-01
1634,27,Male,Surat,Product Manager,Salaried,1930529,613,0.52,0,63904,2021-09-13
1635,40,Male,Lucknow,Product Manager,Contract,1154249,300,0.01,0,178399,2025-03-25
1636,38,Non-binary,Hyderabad,Product Manager,Contract,1277679,424,0.41,12454,149130,2021-04-29
1637,39,Non-binary,Nagpur,Consultant,Contract,479527,677,0.55,524238,227089,2024-01-07
1638,36,Female,Kolkata,Sales,Freelance,647648,700,0.6,136072,129210,2020-10-03
1639,31,Non-binary,Vadodara,Banker,Salaried,1596532,770,0.05,6510,499921,2025-04-10
1640,26,Non-binary,Surat,Sales,Salaried,300534,304,0.09,26339,83746,2025-10-01
1641,38,Non-binary,Kolkata,Consultant,Freelance,637345,504,0.33,765357,83082,2025-10-01
1642,29,Non-binary,Nagpur,Software Engineer,Salaried,1684408,300,0.6,14189,428320,2025-10-01
1643,40,Male,Kolkata,Banker,Contract,794609,427,0.3,0,1052,2025-05-29
1644,25,Non-binary,Ahmedabad,Consultant,Contract,1356500,619,0.48,12465,64559,2021-03-19
1645,34,Non-binary,Kolkata,Designer,Freelance,1836336,699,0.0,0,139849,2022-10-09
1646,23,Male,Mumbai,Consultant,Freelance,1998831,385,0.53,626169,347667,2022-12-16
1647,39,Female,Pune,Designer,Contract,604037,300,0.53,187032,139487,2022-03-25
1648,39,Male,Chennai,Software Engineer,Salaried,1809118,459,0.17,694809,389149,2022-07-09
1649,32,Non-binary,Mumbai,Banker,Salaried,977163,475,0.14,771544,1052,2025-10-01
1650,38,Non-binary,Hyderabad,Sales,Contract,638449,300,0.6,549581,499721,2023-02-04
1651,35,Male,Mumbai,Designer,Freelance,959313,750,0.49,755282,456044,2025-07-07
1652,38,Non-binary,Chennai,Data Scientist,Salaried,1911782,333,0.0,0,1052,2024-07-06
1653,25,Male,Mumbai,Data Scientist,Contract,1988696,309,0.13,0,104134,2025-02-14
1654,40,Male,Mumbai,Banker,Salaried,472331,317,0.46,999134,120895,2023-12-02
1655,23,Non-binary,Jaipur,Product Manager,Contract,443959,571,0.11,0,162455,2024-07-03
1656,30,Female,Surat,Banker,Contract,1386005,838,0.55,720723,76396,2021-10-08
1657,40,Female,Delhi,Product Manager,Freelance,1489654,427,0.52,0,236256,2022-01-17
1658,40,Male,Kolkata,Consultant,Salaried,692545,323,0.6,999134,419107,2025-10-01
1659,26,Female,Ahmedabad,Sales,Contract,447991,330,0.43,807598,82567,2024-12-23
1660,28,Male,Ahmedabad,Software Engineer,Salaried,1391701,761,0.22,0,234151,2022-09-07
1661,38,Non-binary,Ahmedabad,Designer,Contract,817935,446,0.54,8526,358450,2025-05-28
1662,26,Female,Bengaluru,Banker,Salaried,953042,544,0.44,704,499921,2025-10-01
1663,38,Male,Bengaluru,Banker,Contract,1139939,532,0.07,0,128278,2022-03-17
1664,40,Male,Indore,Data Scientist,Contract,898421,459,0.2,0,169821,2023-03-08
1665,40,Male,Surat,Banker,Contract,982822,428,0.51,17434,1052,2023-12-18
1666,39,Non-binary,Pune,Software Engineer,Salaried,683081,669,0.6,585229,120313,2024-10-04
1667,37,Female,Kolkata,Product Manager,Salaried,667609,749,0.34,14082,310910,2025-03-13
1668,23,Female,Chennai,Consultant,Salaried,1998831,329,0.36,9991,406802,2022-06-29
1669,40,Male,Kolkata,Sales,Salaried,300534,783,0.6,42097,140864,2025-10-01
1670,31,Non-binary,Surat,Sales,Salaried,1342768,427,0.2,15242,244974,2022-05-06
1671,31,Non-binary,Hyderabad,Software Engineer,Salaried,1705579,513,0.41,40406,499921,2025-10-01
1672,32,Non-binary,Mumbai,Product Manager,Salaried,1675478,300,0.07,258539,360218,2023-12-15
1673,40,Female,Hyderabad,Product Manager,Salaried,872310,494,0.46,0,499921,2023-10-28
1674,33,Female,Ahmedabad,Product Manager,Salaried,1003452,756,0.4,258422,328452,2022-04-22
1675,38,Male,Ahmedabad,Data Scientist,Contract,699953,331,0.31,18668,206328,2021-11-22
1676,29,Male,Jaipur,Software Engineer,Salaried,1252073,433,0.3,52599,68308,2022-08-03
1677,24,Female,Ahmedabad,Designer,Contract,1302721,435,0.02,416384,377972,2022-02-21
1678,28,Non-binary,Lucknow,Consultant,Salaried,325205,654,0.26,30450,297128,2025-03-31
1679,26,Female,Hyderabad,Consultant,Salaried,790487,494,0.45,0,149458,2024-12-14
1680,39,Female,Kolkata,Sales,Contract,1390326,477,0.23,26843,78395,2023-07-21
1681,35,Non-binary,Jaipur,Sales,Contract,1197484,737,0.05,0,1052,2020-11-27
1682,33,Female,Kolkata,Data Scientist,Contract,1244947,432,0.42,0,173552,2021-10-14
1683,31,Non-binary,Vadodara,Product Manager,Salaried,1131790,369,0.21,0,216609,2024-01-31
1684,33,Female,Kolkata,Consultant,Contract,1475842,518,0.18,168709,2530,2020-10-19
1685,32,Female,Hyderabad,Data Scientist,Contract,508606,722,0.0,23606,129296,2025-10-01
1686,39,Female,Chennai,Consultant,Salaried,976539,415,0.58,818188,1052,2021-05-23
1687,27,Non-binary,Surat,Sales,Contract,873818,617,0.37,649765,399167,2024-07-01
1688,32,Male,Ahmedabad,Designer,Freelance,837203,371,0.33,382525,215059,2024-06-06
1689,27,Non-binary,Mumbai,Consultant,Contract,795412,579,0.02,665761,260771,2025-04-02
1690,31,Male,Hyderabad,Data Scientist,Contract,456314,601,0.0,20340,287013,2025-10-01
1691,27,Male,Vadodara,Product Manager,Contract,1296945,384,0.57,315129,470899,2024-12-03
1692,31,Non-binary,Pune,Sales,Salaried,1579852,757,0.05,36889,91774,2024-10-02
1693,40,Male,Nagpur,Software Engineer,Contract,304041,360,0.45,845321,499921,2023-10-15
1694,38,Non-binary,Indore,Consultant,Contract,1875672,300,0.18,682291,250430,2023-09-04
1695,23,Female,Vadodara,Banker,Freelance,1063464,449,0.58,999134,138430,2025-03-26
1696,31,Female,Mumbai,Sales,Contract,526757,300,0.59,175711,432397,2022-12-15
1697,31,Female,Hyderabad,Data Scientist,Contract,640030,559,0.0,416977,446271,2022-08-27
1698,26,Female,Hyderabad,Banker,Salaried,1998831,375,0.57,0,158662,2024-10-07
1699,27,Male,Surat,Designer,Salaried,753919,369,0.6,21582,47511,2025-10-01
1700,32,Female,Delhi,Consultant,Salaried,1998831,791,0.54,0,78666,2025-10-01
1701,36,Non-binary,Lucknow,Software Engineer,Contract,754076,300,0.44,0,1052,2022-09-18
1702,27,Non-binary,Nagpur,Banker,Contract,1060890,634,0.08,974327,112343,2023-01-06
1703,28,Male,Vadodara,Product Manager,Salaried,924310,409,0.2,0,53089,2023-09-18
1704,31,Male,Mumbai,Product Manager,Salaried,1998831,456,0.6,0,325742,2023-08-22
1705,35,Non-binary,Kolkata,Sales,Salaried,1116683,673,0.6,0,499921,2021-03-22
1706,36,Non-binary,Hyderabad,Software Engineer,Salaried,1018124,651,0.35,555177,1052,2022-01-17
1707,23,Female,Lucknow,Consultant,Salaried,332835,544,0.41,189594,144970,2022-01-22
1708,33,Female,Jaipur,Software Engineer,Salaried,1929283,300,0.51,14371,464987,2021-12-16
1709,39,Male,Kolkata,Software Engineer,Salaried,1602532,658,0.13,411089,305009,2021-05-20
1710,34,Female,Bengaluru,Banker,Salaried,330369,676,0.6,0,420583,2024-10-25
1711,25,Male,Ahmedabad,Software Engineer,Salaried,1447739,455,0.45,0,341819,2023-11-03
1712,30,Non-binary,Vadodara,Sales,Contract,1408512,300,0.57,0,460265,2023-07-24
1713,34,Male,Mumbai,Product Manager,Salaried,620216,542,0.42,3323,152686,2021-10-21
1714,26,Non-binary,Pune,Sales,Contract,300534,300,0.0,416151,56315,2023-10-12
1715,38,Non-binary,Nagpur,Sales,Contract,1420760,527,0.28,0,39833,2024-08-05
1716,23,Male,Hyderabad,Consultant,Salaried,1001687,491,0.53,725409,491605,2022-03-25
1717,28,Male,Mumbai,Software Engineer,Salaried,1763656,460,0.43,32825,330770,2022-06-25
1718,28,Female,Mumbai,Product Manager,Freelance,396125,771,0.14,0,134139,2023-01-10
1719,36,Male,Pune,Product Manager,Freelance,1681553,671,0.15,662427,499921,2025-01-24
1720,40,Female,Ahmedabad,Product Manager,Contract,300534,467,0.07,599553,143256,2024-09-17
1721,40,Male,Pune,Data Scientist,Salaried,1068256,447,0.6,19194,114864,2025-02-04
1722,40,Non-binary,Pune,Data Scientist,Salaried,725835,721,0.49,0,451361,2024-05-06
1723,38,Male,Lucknow,Data Scientist,Freelance,803794,406,0.1,143359,236660,2024-01-08
1724,37,Female,Vadodara,Banker,Salaried,371326,405,0.33,889074,50415,2022-10-23
1725,40,Non-binary,Delhi,Consultant,Contract,644365,850,0.49,0,1052,2022-01-02
1726,32,Female,Ahmedabad,Designer,Salaried,408327,337,0.54,13055,466054,2024-01-24
1727,26,Non-binary,Hyderabad,Software Engineer,Freelance,416066,449,0.41,0,156049,2022-11-04
1728,26,Male,Delhi,Software Engineer,Salaried,1610319,712,0.6,978321,488714,2023-09-20
1729,29,Female,Lucknow,Software Engineer,Salaried,371089,526,0.51,17900,499921,2025-02-03
1730,24,Female,Bengaluru,Designer,Freelance,300534,560,0.16,3475,198976,2024-07-25
1731,26,Non-binary,Bengaluru,Sales,Contract,1772938,565,0.33,0,30445,2025-01-15
1732,33,Non-binary,Kolkata,Data Scientist,Contract,1998831,350,0.16,11219,297644,2022-07-19
1733,34,Non-binary,Pune,Software Engineer,Freelance,1602806,547,0.37,585807,461196,2021-02-11
1734,26,Non-binary,Chennai,Sales,Salaried,737357,538,0.6,28582,167140,2025-07-22
1735,33,Non-binary,Hyderabad,Consultant,Contract,1713863,614,0.3,547330,225479,2025-10-01
1736,30,Non-binary,Ahmedabad,Sales,Salaried,1722869,684,0.0,0,1052,2021-09-18
1737,24,Non-binary,Vadodara,Software Engineer,Salaried,524899,400,0.14,0,203064,2022-06-17
1738,34,Male,Jaipur,Data Scientist,Salaried,1694570,772,0.05,0,485394,2021-11-22
1739,37,Non-binary,Nagpur,Data Scientist,Salaried,645939,679,0.6,17585,314052,2022-03-10
1740,40,Non-binary,Ahmedabad,Designer,Contract,647585,398,0.39,19601,86982,2025-05-20
1741,35,Non-binary,Delhi,Banker,Contract,1539262,407,0.36,13041,291685,2024-07-08
1742,23,Female,Chennai,Product Manager,Salaried,421151,850,0.04,809,63533,2022-11-23
1743,37,Female,Vadodara,Banker,Contract,1155250,399,0.6,0,49709,2022-12-22
1744,28,Female,Lucknow,Designer,Freelance,1066656,372,0.26,0,370469,2025-08-02
1745,39,Male,Jaipur,Consultant,Salaried,1063475,743,0.19,331996,222663,2023-02-11
1746,39,Female,Lucknow,Banker,Salaried,935204,675,0.54,0,100944,2024-03-29
1747,40,Male,Nagpur,Sales,Freelance,944050,622,0.21,218046,288656,2024-01-02
1748,33,Female,Kolkata,Product Manager,Contract,321488,441,0.0,24948,24832,2024-04-21
1749,37,Male,Jaipur,Product Manager,Salaried,1006108,388,0.18,18451,136776,2025-10-01
1750,39,Non-binary,Jaipur,Banker,Salaried,1857090,342,0.23,3924,496507,2024-09-01
1751,23,Male,Chennai,Designer,Salaried,789906,470,0.11,999134,499921,2025-10-01
1752,40,Female,Delhi,Consultant,Salaried,1428646,442,0.28,90470,205562,2021-11-23
1753,35,Female,Hyderabad,Product Manager,Freelance,1953828,665,0.3,822562,41360,2025-10-01
1754,37,Non-binary,Bengaluru,Software Engineer,Contract,1517474,300,0.25,687,1052,2025-10-01
1755,35,Male,Delhi,Banker,Contract,807334,817,0.4,0,98552,2024-07-03
1756,27,Non-binary,Pune,Sales,Contract,956331,379,0.17,0,73787,2022-07-12
1757,23,Female,Chennai,Data Scientist,Salaried,601698,650,0.46,308028,1052,2023-09-21
1758,35,Female,Delhi,Sales,Contract,300534,593,0.05,829415,128440,2022-09-27
1759,31,Male,Mumbai,Consultant,Contract,870947,369,0.6,0,89423,2020-10-03
1760,37,Female,Indore,Sales,Contract,822407,362,0.32,0,132056,2023-05-20
1761,23,Non-binary,Bengaluru,Sales,Contract,1978316,300,0.4,212998,1052,2024-05-06
1762,27,Male,Vadodara,Data Scientist,Contract,1455893,405,0.44,0,240129,2025-06-16
1763,24,Female,Ahmedabad,Sales,Contract,1166547,787,0.05,844611,408747,2024-04-28
1764,34,Male,Chennai,Software Engineer,Freelance,1412012,300,0.6,0,1052,2024-09-07
1765,26,Male,Mumbai,Software Engineer,Contract,521113,636,0.6,70879,66095,2024-01-14
1766,31,Male,Nagpur,Banker,Contract,1536296,351,0.46,657073,499921,2023-03-27
1767,40,Non-binary,Ahmedabad,Data Scientist,Salaried,1731634,699,0.56,19140,234161,2025-02-07
1768,39,Male,Jaipur,Banker,Salaried,497165,440,0.48,571721,10406,2025-10-01
1769,32,Male,Mumbai,Designer,Contract,1460001,300,0.07,0,88380,2022-07-13
1770,34,Non-binary,Bengaluru,Product Manager,Salaried,1416455,377,0.14,12242,115482,2022-09-16
1771,29,Male,Ahmedabad,Banker,Freelance,515525,405,0.54,0,123303,2022-01-17
1772,25,Non-binary,Surat,Sales,Contract,1343257,699,0.6,0,155821,2024-03-24
1773,33,Female,Indore,Product Manager,Freelance,610336,407,0.56,0,313612,2025-03-31
1774,40,Male,Delhi,Product Manager,Salaried,675340,308,0.6,0,365229,2022-07-07
1775,26,Male,Ahmedabad,Sales,Salaried,1497787,733,0.25,738871,396224,2024-07-23
1776,33,Female,Ahmedabad,Banker,Freelance,509451,524,0.27,0,381379,2024-07-31
1777,23,Non-binary,Ahmedabad,Software Engineer,Salaried,1069651,741,0.59,883,366352,2022-07-27
1778,35,Non-binary,Lucknow,Consultant,Salaried,419541,814,0.54,187383,1052,2025-06-22
1779,23,Female,Surat,Software Engineer,Salaried,595831,708,0.34,0,7330,2022-06-17
